RECORD,RECORDID,DATE,TIME,LAT,LONG,EW,SACT,SPEED,SDIR,CLD,PREC,WSPEED,WDIR,ATMP,APRS,SSTE,STMP,SAL,DEPTH,OBS,CSMETH,MONTH,SEASN,LONG360,LATCELL,LONGECELL,,
186,1113008,29/11/1975,13:03,-45.067,151.433,E,1,10.0,319,1,0,7,,,,5,,,,KERR,F,11,spring,151.433,-45.5,151.5,,
187,1113009,29/11/1975,19:12,-44.250,150.467,E,1,11.2,324,0,0,4,,,1017,4,,,,KERR,F,11,spring,150.467,-44.5,150.5,,
188,1113010,30/11/1975,9:15,-41.650,148.900,E,1,12.0,,2,0,4,,,,3,,,,KERR,F,11,spring,148.900,-41.5,148.5,,
189,1113011,30/11/1975,13:01,-40.767,148.650,E,1,12.0,,2,0,2,,,,1,,,,KERR,F,11,spring,148.650,-40.5,148.5,,
190,1114001,10/12/1975,13:10,-42.000,138.000,E,1,12.0,,1,0,1,,,,3,,,,HAND,F,12,summer,138.000,-42.5,138.5,,
191,1114002,10/12/1975,17:05,-43.000,138.000,E,1,12.0,,1,0,4,,,,3,,,,HAND,F,12,summer,138.000,-43.5,138.5,,
192,1114003,11/12/1975,9:05,-46.000,135.000,E,1,11.0,,2,6,3,,,,3,,,,HAND,F,12,summer,135.000,-46.5,135.5,,
193,1114004,11/12/1975,13:00,-47.000,134.000,E,1,12.0,,2,4,5,,,,4,,,,HAND,F,12,summer,134.000,-47.5,134.5,,
194,1114005,11/12/1975,17:03,-47.000,134.000,E,1,11.0,,2,4,4,,,,3,,,,HAND,F,12,summer,134.000,-47.5,134.5,,
195,1114006,12/12/1975,9:05,-49.000,131.000,E,1,11.0,,1,0,1,,,,3,,,,HAND,F,12,summer,131.000,-49.5,131.5,,
196,1114007,12/12/1975,13:00,-50.000,132.000,E,1,12.0,,1,0,3,,,,3,,,,HAND,F,12,summer,132.000,-50.5,132.5,,
197,1114008,12/12/1975,16:51,-51.000,132.000,E,1,11.0,,2,6,3,,,,3,,,,HAND,F,12,summer,132.000,-51.5,132.5,,
198,1114009,13/12/1975,9:05,-54.000,132.000,E,1,12.0,,1,0,4,,,,3,,,,HAND,F,12,summer,132.000,-54.5,132.5,,
199,1114010,13/12/1975,13:00,-55.000,132.000,E,1,12.0,,1,0,2,,,,3,,,,HAND,F,12,summer,132.000,-55.5,132.5,,
200,1114011,13/12/1975,16:53,-56.000,132.000,E,1,12.0,,2,0,2,,,,3,,,,HAND,F,12,summer,132.000,-56.5,132.5,,
201,1114012,14/12/1975,9:05,-58.000,128.000,E,1,11.0,,2,0,0,,,,3,,,,HAND,F,12,summer,128.000,-58.5,128.5,,
202,1114013,14/12/1975,13:00,-59.000,127.000,E,1,12.0,,2,0,2,,,,3,,,,HAND,F,12,summer,127.000,-59.5,127.5,,
203,1114014,14/12/1975,16:57,-59.000,125.000,E,1,12.0,,1,0,3,,,,3,,,,HAND,F,12,summer,125.000,-59.5,125.5,,
204,1114015,15/12/1975,9:05,-60.000,118.000,E,1,12.0,,1,0,1,,,,3,,,,HAND,F,12,summer,118.000,-60.5,118.5,,
205,1114016,15/12/1975,13:00,-60.000,118.000,E,1,12.0,,1,0,2,,,,3,,,,HAND,F,12,summer,118.000,-60.5,118.5,,
206,1114017,15/12/1975,16:57,-60.000,115.000,E,1,12.0,,1,0,3,,,,3,,,,HAND,F,12,summer,115.000,-60.5,115.5,,
207,1114018,16/12/1975,9:00,-61.000,109.633,E,1,11.0,,2,8,4,,,,4,,,,HAND,F,12,summer,109.633,-61.5,109.5,,
208,1114019,16/12/1975,13:00,-61.000,108.000,E,1,11.0,,2,8,3,,,,4,,,,HAND,F,12,summer,108.000,-61.5,108.5,,
209,1114020,16/12/1975,17:02,-61.000,106.000,E,1,12.0,,2,10,4,,,,4,,,,HAND,F,12,summer,106.000,-61.5,106.5,,
210,1114021,17/12/1975,9:00,-61.250,100.150,E,1,10.0,,2,2,5,,,,4,,,,HAND,F,12,summer,100.150,-61.5,100.5,,
211,1114022,17/12/1975,13:00,-61.000,99.000,E,1,11.0,,2,10,3,,,,4,,,,HAND,F,12,summer,99.000,-61.5,99.5,,
212,1114023,17/12/1975,16:55,-61.000,97.000,E,1,10.0,,2,10,6,,,,4,,,,HAND,F,12,summer,97.000,-61.5,97.5,,
213,1114024,18/12/1975,9:00,-61.017,92.217,E,1,11.0,,1,0,3,,,,3,,,,HAND,F,12,summer,92.217,-61.5,92.5,,
214,1114025,18/12/1975,13:00,-61.000,91.000,E,1,11.0,,2,0,3,,,,4,,,,HAND,F,12,summer,91.000,-61.5,91.5,,
215,1114026,18/12/1975,16:55,-61.000,89.000,E,1,11.0,,2,0,4,,,,3,,,,HAND,F,12,summer,89.000,-61.5,89.5,,
216,1114027,19/12/1975,9:00,-60.500,85.250,E,1,12.0,,2,0,0,,,,1,,,,HAND,F,12,summer,85.250,-60.5,85.5,,
217,1114028,19/12/1975,13:00,-60.000,85.000,E,1,5.0,,2,11,0,,,,3,,,,HAND,F,12,summer,85.000,-60.5,85.5,,
218,1114029,19/12/1975,16:57,-59.000,84.000,E,1,11.0,,2,0,3,,,,3,,,,HAND,F,12,summer,84.000,-59.5,84.5,,
219,1114030,20/12/1975,9:05,-61.000,81.000,E,1,12.0,,1,0,0,,,,1,,,,HAND,F,12,summer,81.000,-61.5,81.5,,
220,1114031,20/12/1975,13:00,-62.000,80.000,E,1,12.0,,0,0,1,,,,1,,,,HAND,F,12,summer,80.000,-62.5,80.5,,
221,1114032,20/12/1975,16:55,-62.000,78.000,E,1,12.0,,1,0,2,,,,1,,,,HAND,F,12,summer,78.000,-62.5,78.5,,
222,1114033,21/12/1975,9:10,-64.000,77.000,E,1,2.0,,0,0,1,,,,1,,,,HAND,F,12,summer,77.000,-64.5,77.5,,
223,1114034,21/12/1975,13:00,-65.000,78.000,E,1,5.0,,0,0,1,,,,1,,,,HAND,F,12,summer,78.000,-65.5,78.5,,
224,1114035,21/12/1975,16:55,-64.000,76.000,E,1,11.0,,2,0,2,,,,3,,,,HAND,F,12,summer,76.000,-64.5,76.5,,
225,1114036,22/12/1975,9:10,-64.200,69.333,E,1,12.0,,2,0,3,,,,3,,,,HAND,F,12,summer,69.333,-64.5,69.5,,
226,1114037,22/12/1975,13:00,-65.000,68.000,E,1,12.0,,0,0,1,,,,3,,,,HAND,F,12,summer,68.000,-65.5,68.5,,
227,1114038,22/12/1975,16:56,,,,1,,,1,0,2,,,,1,,,,HAND,F,12,summer,,,,,
228,1114039,23/12/1975,9:00,-63.433,65.700,E,8,0.0,,2,2,8,,,,6,,,,HAND,F,12,summer,65.700,-63.5,65.5,,
229,1114040,23/12/1975,16:54,-63.000,66.000,E,1,1.0,,2,0,8,,,,5,,,,HAND,F,12,summer,66.000,-63.5,66.5,,
230,1114041,24/12/1975,9:00,-63.683,64.267,E,1,11.0,,1,0,3,,,,3,,,,HAND,F,12,summer,64.267,-63.5,64.5,,
231,1114042,24/12/1975,13:00,-64.000,63.000,E,1,11.0,,1,0,3,,,,4,,,,HAND,F,12,summer,63.000,-64.5,63.5,,
232,1114043,24/12/1975,16:54,-64.000,62.000,E,1,12.0,,2,0,3,,,,3,,,,HAND,F,12,summer,62.000,-64.5,62.5,,
233,1114044,25/12/1975,9:05,-66.433,62.650,E,1,12.0,,0,0,2,,,,1,,,,HAND,F,12,summer,62.650,-66.5,62.5,,
234,2001001,31/01/1976,8:00,-40.000,148.000,E,1,14.5,,1,0,3,,,,3,,,,JENK,F,1,summer,148.000,-40.5,148.5,,
235,2001002,31/01/1976,9:00,-40.000,148.000,E,1,14.5,,1,0,3,,,,3,,,,JENK,F,1,summer,148.000,-40.5,148.5,,
236,2001003,31/01/1976,10:00,-40.000,148.000,E,1,14.5,,1,0,3,,,,3,,,,JENK,F,1,summer,148.000,-40.5,148.5,,
237,2001004,31/01/1976,11:00,-40.000,149.000,E,1,14.5,,1,0,3,,,,3,,,,JENK,F,1,summer,149.000,-40.5,149.5,,
238,2001005,31/01/1976,12:00,-41.000,149.000,E,1,15.0,,1,0,3,,,,3,,,,JENK,F,1,summer,149.000,-41.5,149.5,,
239,2001006,31/01/1976,13:00,-41.000,149.000,E,1,15.0,,1,0,3,,,,3,,,,JENK,F,1,summer,149.000,-41.5,149.5,,
240,2001007,31/01/1976,14:30,-41.000,150.000,E,1,15.0,,1,0,3,,,,3,,,,JENK,F,1,summer,150.000,-41.5,150.5,,
241,2001008,31/01/1976,15:00,-41.000,150.000,E,1,15.0,,1,0,3,,,,3,,,,JENK,F,1,summer,150.000,-41.5,150.5,,
242,2001009,31/01/1976,16:00,-41.000,150.000,E,1,15.0,,1,0,3,,,,3,,,,JENK,F,1,summer,150.000,-41.5,150.5,,
243,2001010,31/01/1976,16:30,-41.000,151.000,E,1,15.0,,1,0,3,,,,3,,,,JENK,F,1,summer,151.000,-41.5,151.5,,
244,2001011,31/01/1976,18:00,-41.000,151.000,E,1,15.0,,1,0,3,,,,3,,,,JENK,F,1,summer,151.000,-41.5,151.5,,
245,2001012,1/02/1976,16:00,-43.000,157.000,E,1,15.0,,2,0,5,,,,4,,,,JENK,F,2,summer,157.000,-43.5,157.5,,
246,2001013,1/02/1976,18:30,-44.000,158.000,E,1,15.0,,2,2,5,,,,4,,,,JENK,F,2,summer,158.000,-44.5,158.5,,
247,2001014,1/02/1976,19:30,-44.000,159.000,E,1,15.0,,2,8,5,,,,4,,,,JENK,F,2,summer,159.000,-44.5,159.5,,
248,2001015,2/02/1976,8:00,-45.000,162.000,E,1,15.0,,2,8,4,,,,4,,,,JENK,F,2,summer,162.000,-45.5,162.5,,
249,2001016,2/02/1976,9:30,-45.000,163.000,E,1,15.0,,2,0,4,,,,4,,,,JENK,F,2,summer,163.000,-45.5,163.5,,
250,2001017,2/02/1976,10:00,-45.000,162.000,E,1,15.0,,2,0,5,,,,4,,,,JENK,F,2,summer,162.000,-45.5,162.5,,
251,2001018,2/02/1976,12:00,-45.000,164.000,E,1,15.0,,2,0,6,,,,4,,,,JENK,F,2,summer,164.000,-45.5,164.5,,
252,2001019,2/02/1976,14:00,-45.000,164.000,E,1,15.0,,2,0,6,,,,5,,,,JENK,F,2,summer,164.000,-45.5,164.5,,
253,2001020,2/02/1976,15:00,-45.000,165.000,E,1,15.0,,2,0,7,,,,5,,,,JENK,F,2,summer,165.000,-45.5,165.5,,
254,2001021,2/02/1976,16:00,-46.000,165.000,E,1,15.0,,2,0,7,,,,5,,,,JENK,F,2,summer,165.000,-46.5,165.5,,
255,2001022,2/02/1976,16:30,-46.000,165.000,E,1,15.0,,2,0,7,,,,6,,,,JENK,F,2,summer,165.000,-46.5,165.5,,
256,2001023,2/02/1976,17:00,-46.000,165.000,E,1,15.0,,2,0,7,,,,6,,,180,JENK,F,2,summer,165.000,-46.5,165.5,,
257,2001024,2/02/1976,18:00,-46.000,166.000,E,1,15.0,,2,0,7,,,,6,,,,JENK,F,2,summer,166.000,-46.5,166.5,,
258,2001025,2/02/1976,19:30,-46.000,166.000,E,1,15.0,,2,0,7,,,,6,,,,JENK,F,2,summer,166.000,-46.5,166.5,,
259,2001026,2/02/1976,20:15,-46.000,166.000,E,1,15.0,,2,0,7,,,,6,,,,JENK,F,2,summer,166.000,-46.5,166.5,,
260,2001027,3/02/1976,7:30,-46.000,170.000,E,1,15.5,,2,0,3,,,,3,,,,JENK,F,2,summer,170.000,-46.5,170.5,,
261,2001028,3/02/1976,8:00,-45.000,170.000,E,1,15.5,,1,0,3,,,,3,,,,JENK,F,2,summer,170.000,-45.5,170.5,,
262,2005001,12/02/1976,7:30,-46.000,167.000,E,1,15.0,,1,0,5,,,,4,,,,JENK,F,2,summer,167.000,-46.5,167.5,,
263,2005002,12/02/1976,8:00,-46.000,167.000,E,1,15.0,,1,0,5,,,,4,,,,JENK,F,2,summer,167.000,-46.5,167.5,,
264,2005003,12/02/1976,9:00,-46.000,167.000,E,1,15.0,,1,0,5,,,,4,,,,JENK,F,2,summer,167.000,-46.5,167.5,,
265,2005004,12/02/1976,9:30,-46.000,167.000,E,1,15.0,,1,0,5,,,,4,,,,JENK,F,2,summer,167.000,-46.5,167.5,,
266,2005005,12/02/1976,10:00,-46.000,167.000,E,1,14.5,,1,0,5,,,,4,,,,JENK,F,2,summer,167.000,-46.5,167.5,,
267,2005006,12/02/1976,11:00,-46.000,166.000,E,1,14.5,,1,0,5,,,,4,,,,JENK,F,2,summer,166.000,-46.5,166.5,,
268,2005007,12/02/1976,12:00,-46.000,166.000,E,1,15.0,,1,0,5,,,,4,,,,JENK,F,2,summer,166.000,-46.5,166.5,,
269,2005008,12/02/1976,12:30,-46.000,166.000,E,1,15.0,,1,0,5,,,,4,,,,JENK,F,2,summer,166.000,-46.5,166.5,,
270,2005009,12/02/1976,15:00,-46.000,165.000,E,1,15.0,,1,0,5,,,,4,,,,JENK,F,2,summer,165.000,-46.5,165.5,,
271,2005010,12/02/1976,15:30,-45.000,165.000,E,1,15.0,,1,0,5,,,,4,,,,JENK,F,2,summer,165.000,-45.5,165.5,,
272,2005011,12/02/1976,16:00,-45.000,165.000,E,1,15.0,,1,0,3,,,,4,,,,JENK,F,2,summer,165.000,-45.5,165.5,,
273,2005012,12/02/1976,16:30,-45.000,165.000,E,1,15.0,,1,0,2,,,,3,,,,JENK,F,2,summer,165.000,-45.5,165.5,,
274,2005013,12/02/1976,17:30,-45.000,164.000,E,1,15.0,,1,0,3,,,,3,,,,JENK,F,2,summer,164.000,-45.5,164.5,,
275,2005014,12/02/1976,18:00,-45.000,164.000,E,1,15.0,,2,0,2,,,,3,,,,JENK,F,2,summer,164.000,-45.5,164.5,,
276,2005015,12/02/1976,19:00,-45.000,164.000,E,1,15.0,,2,0,2,,,,1,,,,JENK,F,2,summer,164.000,-45.5,164.5,,
277,2005016,12/02/1976,20:00,-45.000,163.000,E,1,15.0,,2,0,2,,,,1,,,,JENK,F,2,summer,163.000,-45.5,163.5,,
278,2005017,13/02/1976,7:30,-44.000,159.000,E,1,15.0,,1,0,2,,,,1,,,,JENK,F,2,summer,159.000,-44.5,159.5,,
279,2005018,13/02/1976,9:00,-43.000,159.000,E,1,15.0,,1,0,3,,,,3,,,,JENK,F,2,summer,159.000,-43.5,159.5,,
280,2005019,13/02/1976,10:00,-43.000,158.000,E,1,15.0,,1,0,3,,,,3,,,,JENK,F,2,summer,158.000,-43.5,158.5,,
281,2005020,13/02/1976,11:00,-43.000,158.000,E,1,15.0,,1,0,3,,,,3,,,,JENK,F,2,summer,158.000,-43.5,158.5,,
282,2005021,13/02/1976,11:30,-43.000,158.000,E,1,15.0,,1,0,4,,,,3,,,,JENK,F,2,summer,158.000,-43.5,158.5,,
283,2005022,13/02/1976,12:00,-43.000,158.000,E,1,15.0,,1,0,4,,,,3,,,,JENK,F,2,summer,158.000,-43.5,158.5,,
284,2005023,13/02/1976,12:30,-43.000,158.000,E,1,15.0,,1,0,4,,,,4,,,,JENK,F,2,summer,158.000,-43.5,158.5,,
285,2005024,13/02/1976,12:45,-43.000,157.000,E,1,15.0,,1,0,4,,,,4,,,,JENK,F,2,summer,157.000,-43.5,157.5,,
286,2005025,13/02/1976,13:00,-43.000,157.000,E,1,15.0,,1,0,4,,,,4,,,,JENK,F,2,summer,157.000,-43.5,157.5,,
287,2005026,13/02/1976,13:30,-43.000,157.000,E,1,15.0,,1,0,0,,,,1,,,,JENK,F,2,summer,157.000,-43.5,157.5,,
288,2005027,13/02/1976,16:00,-43.000,156.000,E,1,15.0,,1,0,3,,,,3,,,,JENK,F,2,summer,156.000,-43.5,156.5,,
289,2005028,13/02/1976,17:00,-43.000,156.000,E,1,15.0,,1,8,3,,,,3,,,,JENK,F,2,summer,156.000,-43.5,156.5,,
290,2005029,13/02/1976,18:00,-43.000,156.000,E,1,15.0,,1,8,3,,,,3,,,,JENK,F,2,summer,156.000,-43.5,156.5,,
291,2005030,13/02/1976,18:45,-42.000,156.000,E,1,15.0,,1,0,3,,,,3,,,,JENK,F,2,summer,156.000,-42.5,156.5,,
292,2005031,13/02/1976,19:00,-42.000,155.000,E,1,15.0,,1,0,3,,,,3,,,,JENK,F,2,summer,155.000,-42.5,155.5,,
293,2005032,14/02/1976,8:00,-41.000,151.000,E,1,15.0,,1,0,6,,,,5,,,,JENK,F,2,summer,151.000,-41.5,151.5,,
294,2005033,14/02/1976,9:00,-41.000,151.000,E,1,15.0,,1,0,6,,,,5,,,,JENK,F,2,summer,151.000,-41.5,151.5,,
295,2005034,14/02/1976,10:00,-41.000,151.000,E,1,15.0,,1,0,6,,,,5,,,,JENK,F,2,summer,151.000,-41.5,151.5,,
296,2005035,14/02/1976,11:00,-41.000,150.000,E,1,15.0,,1,0,7,,,,5,,,,JENK,F,2,summer,150.000,-41.5,150.5,,
297,2005036,14/02/1976,12:00,-41.000,150.000,E,1,15.0,,1,0,7,,,,5,,,,JENK,F,2,summer,150.000,-41.5,150.5,,
298,2005037,14/02/1976,12:30,-41.000,150.000,E,1,15.0,,1,0,7,,,,5,,,,JENK,F,2,summer,150.000,-41.5,150.5,,
299,2005038,14/02/1976,15:30,-41.000,149.000,E,1,15.0,,1,0,7,,,,5,,,,JENK,F,2,summer,149.000,-41.5,149.5,,
300,2005039,14/02/1976,16:00,-41.000,149.000,E,1,15.0,,1,0,6,,,,5,,,,JENK,F,2,summer,149.000,-41.5,149.5,,
301,2005040,14/02/1976,17:00,-40.000,149.000,E,1,15.0,,1,0,4,,,,4,,,,JENK,F,2,summer,149.000,-40.5,149.5,,
302,2005041,14/02/1976,18:00,-40.000,148.000,E,1,15.0,,1,0,4,,,,4,,,180,JENK,F,2,summer,148.000,-40.5,148.5,,
303,2005042,14/02/1976,18:30,-40.000,148.000,E,1,15.0,,1,0,4,,,,4,,,,JENK,F,2,summer,148.000,-40.5,148.5,,
304,2005043,14/02/1976,19:30,-40.000,148.000,E,1,15.0,,1,0,4,,,,4,,,,JENK,F,2,summer,148.000,-40.5,148.5,,
305,2005044,14/02/1976,20:00,-40.000,148.000,E,1,15.0,,1,0,4,,,,4,,,,JENK,F,2,summer,148.000,-40.5,148.5,,
306,2005045,15/02/1976,7:30,-38.000,145.000,E,1,15.0,,1,0,3,,,,3,,,,JENK,F,2,summer,145.000,-38.5,145.5,,
307,2005046,15/02/1976,8:00,-38.000,145.000,E,1,15.0,,1,0,3,,,,3,,,,JENK,F,2,summer,145.000,-38.5,145.5,,
308,2005047,15/02/1976,9:00,-38.000,144.000,E,1,15.0,,1,0,3,,,,3,,,,JENK,F,2,summer,144.000,-38.5,144.5,,
309,2005048,15/02/1976,10:00,-38.000,144.000,E,1,15.0,,1,0,3,,,,3,,,,JENK,F,2,summer,144.000,-38.5,144.5,,
310,2006001,18/02/1976,7:30,-39.000,146.000,E,1,15.5,,1,0,3,,,,3,,,,JENK,F,2,summer,146.000,-39.5,146.5,,
311,2006002,18/02/1976,8:00,-39.000,146.000,E,1,15.5,,1,0,3,,,,3,,,,JENK,F,2,summer,146.000,-39.5,146.5,,
312,2006003,18/02/1976,9:00,-39.000,147.000,E,1,15.5,,1,0,3,,,,3,,,,JENK,F,2,summer,147.000,-39.5,147.5,,
313,2006004,18/02/1976,9:30,-40.000,147.000,E,1,15.5,,1,0,3,,,,3,,,,JENK,F,2,summer,147.000,-40.5,147.5,,
314,2006005,18/02/1976,10:00,-40.000,147.000,E,1,15.5,,1,0,3,,,,3,,,,JENK,F,2,summer,147.000,-40.5,147.5,,
315,2006006,18/02/1976,11:00,-40.000,147.000,E,1,15.5,,1,0,3,,,,4,,,,JENK,F,2,summer,147.000,-40.5,147.5,,
316,2006007,18/02/1976,12:00,-40.000,147.000,E,1,15.0,,1,0,5,,,,4,,,,JENK,F,2,summer,147.000,-40.5,147.5,,
317,2006008,18/02/1976,12:30,-40.000,147.000,E,1,15.0,,1,0,5,,,,4,,,,JENK,F,2,summer,147.000,-40.5,147.5,,
318,2006009,18/02/1976,13:15,-40.000,148.000,E,1,14.5,,1,0,5,,,,4,,,,JENK,F,2,summer,148.000,-40.5,148.5,,
319,2006010,18/02/1976,16:00,-40.000,148.000,E,1,14.5,,1,0,7,,,,5,,,,JENK,F,2,summer,148.000,-40.5,148.5,,
320,2006011,18/02/1976,16:30,-40.000,149.000,E,1,15.0,,1,0,6,,,,5,,,,JENK,F,2,summer,149.000,-40.5,149.5,,
321,2006012,18/02/1976,18:00,-41.000,149.000,E,1,15.0,,1,0,6,,,,5,,,,JENK,F,2,summer,149.000,-41.5,149.5,,
322,2006013,19/02/1976,8:00,-42.000,153.000,E,1,14.5,,1,0,4,,,,4,,,,JENK,F,2,summer,153.000,-42.5,153.5,,
323,2006014,19/02/1976,9:00,-42.000,154.000,E,1,15.5,,1,0,5,,,,4,,,,JENK,F,2,summer,154.000,-42.5,154.5,,
324,2006015,19/02/1976,10:00,-42.000,154.000,E,1,15.5,,2,0,5,,,,4,,,,JENK,F,2,summer,154.000,-42.5,154.5,,
325,2006016,19/02/1976,11:00,-42.000,154.000,E,1,15.5,,2,0,6,,,,4,,,,JENK,F,2,summer,154.000,-42.5,154.5,,
326,2006017,19/02/1976,12:00,-42.000,155.000,E,1,15.5,,1,0,4,,,,4,,,,JENK,F,2,summer,155.000,-42.5,155.5,,
327,2006018,19/02/1976,13:00,-43.000,156.000,E,1,15.5,,1,0,4,,,,4,,,,JENK,F,2,summer,156.000,-43.5,156.5,,
328,2006019,19/02/1976,15:30,-43.000,156.000,E,1,15.5,,1,0,4,,,,4,,,,JENK,F,2,summer,156.000,-43.5,156.5,,
329,2006020,19/02/1976,16:00,-43.000,156.000,E,1,15.5,,1,0,4,,,,4,,,,JENK,F,2,summer,156.000,-43.5,156.5,,
330,2006021,19/02/1976,17:00,-43.000,156.000,E,1,15.5,,1,0,4,,,,4,,,,JENK,F,2,summer,156.000,-43.5,156.5,,
331,2006022,19/02/1976,18:00,-43.000,157.000,E,1,15.5,,1,0,4,,,,4,,,,JENK,F,2,summer,157.000,-43.5,157.5,,
332,2006023,19/02/1976,19:00,-43.000,157.000,E,1,15.5,,1,0,4,,,,4,,,,JENK,F,2,summer,157.000,-43.5,157.5,,
333,2006024,20/02/1976,8:00,-44.000,161.000,E,1,15.5,,1,0,6,,,,4,,,,JENK,F,2,summer,161.000,-44.5,161.5,,
334,2006025,20/02/1976,9:00,-44.000,161.000,E,1,15.5,,1,0,6,,,,4,,,,JENK,F,2,summer,161.000,-44.5,161.5,,
335,2006026,20/02/1976,10:00,-45.000,162.000,E,1,15.5,,1,0,6,,,,5,,,,JENK,F,2,summer,162.000,-45.5,162.5,,
336,2006027,20/02/1976,11:30,-45.000,162.000,E,1,15.5,,1,0,7,,,,5,,,,JENK,F,2,summer,162.000,-45.5,162.5,,
337,2006028,20/02/1976,12:00,-45.000,162.000,E,1,15.5,,1,0,7,,,,5,,,,JENK,F,2,summer,162.000,-45.5,162.5,,
338,2006029,20/02/1976,13:00,-45.000,163.000,E,1,15.5,,1,0,7,,,,5,,,,JENK,F,2,summer,163.000,-45.5,163.5,,
339,2006030,20/02/1976,15:30,-45.000,164.000,E,1,15.5,,1,0,7,,,,5,,,,JENK,F,2,summer,164.000,-45.5,164.5,,
340,2006031,20/02/1976,16:00,-45.000,164.000,E,1,15.5,,1,0,7,,,,5,,,,JENK,F,2,summer,164.000,-45.5,164.5,,
341,2006032,20/02/1976,17:00,-45.000,164.000,E,1,15.5,,1,0,7,,,,5,,,,JENK,F,2,summer,164.000,-45.5,164.5,,
342,2006033,20/02/1976,18:00,-45.000,164.000,E,1,15.5,,2,8,7,,,,5,,,,JENK,F,2,summer,164.000,-45.5,164.5,,
343,2006034,20/02/1976,19:00,-45.000,165.000,E,1,15.5,,2,0,6,,,,5,,,,JENK,F,2,summer,165.000,-45.5,165.5,,
344,2006035,20/02/1976,20:00,-46.000,165.000,E,1,15.5,,2,8,6,,,,5,,,,JENK,F,2,summer,165.000,-46.5,165.5,,
345,2006036,21/02/1976,8:00,-46.000,169.000,E,1,16.0,,1,8,5,,,,4,,,,JENK,F,2,summer,169.000,-46.5,169.5,,
346,2006037,21/02/1976,9:00,-46.000,170.000,E,1,16.0,,1,8,6,,,,4,,,,JENK,F,2,summer,170.000,-46.5,170.5,,
347,2006038,21/02/1976,10:00,-46.000,170.000,E,1,16.0,,1,0,7,,,,5,,,,JENK,F,2,summer,170.000,-46.5,170.5,,
348,2006039,21/02/1976,11:00,-45.000,170.000,E,1,16.0,,1,8,8,,,,5,,,,JENK,F,2,summer,170.000,-45.5,170.5,,
349,2006040,21/02/1976,12:00,-45.000,171.000,E,1,16.0,,1,0,8,,,,5,,,,JENK,F,2,summer,171.000,-45.5,171.5,,
350,2006041,21/02/1976,13:00,-45.000,171.000,E,1,16.0,,1,8,8,,,,5,,,,JENK,F,2,summer,171.000,-45.5,171.5,,
351,2006042,21/02/1976,13:30,-45.000,171.000,E,1,16.0,,1,8,8,,,,5,,,,JENK,F,2,summer,171.000,-45.5,171.5,,
352,2006043,21/02/1976,15:30,-44.000,171.000,E,1,16.0,,1,8,8,,,,5,,,,JENK,F,2,summer,171.000,-44.5,171.5,,
353,2006044,21/02/1976,16:00,-44.000,172.000,E,1,16.0,,1,8,8,,,,5,,,,JENK,F,2,summer,172.000,-44.5,172.5,,
354,2006046,21/02/1976,18:00,-44.000,172.000,E,1,16.0,,1,8,8,,,,5,,,,JENK,F,2,summer,172.000,-44.5,172.5,,
355,2006047,21/02/1976,19:00,-44.000,172.000,E,1,16.0,,1,0,4,,,,5,,,,JENK,F,2,summer,172.000,-44.5,172.5,,
356,2006048,21/02/1976,20:30,-44.000,173.000,E,1,16.0,,1,0,4,,,,4,,,,JENK,F,2,summer,173.000,-44.5,173.5,,
357,2056001,25/07/1976,8:02,-30.000,153.000,E,1,10.0,,1,,1,,,,1,,,,MILL,F,7,winter,153.000,-30.5,153.5,,
358,2056002,25/07/1976,8:12,-30.000,153.000,E,1,10.0,,1,,1,,,,1,,,,MILL,F,7,winter,153.000,-30.5,153.5,,
359,2056003,25/07/1976,8:22,-30.000,153.000,E,1,10.0,,1,,1,,,,1,,,,MILL,F,7,winter,153.000,-30.5,153.5,,
360,2056004,25/07/1976,9:02,-30.000,153.000,E,1,10.0,,1,,1,,,,1,,,,MILL,F,7,winter,153.000,-30.5,153.5,,
361,2056005,25/07/1976,9:12,-30.000,153.000,E,1,10.0,,1,,1,,,,1,,,,MILL,F,7,winter,153.000,-30.5,153.5,,
362,2056006,25/07/1976,9:22,-30.000,153.000,E,1,10.0,,1,,2,,,,1,,,,MILL,F,7,winter,153.000,-30.5,153.5,,
363,2056007,25/07/1976,9:32,-30.000,153.000,E,1,10.0,,1,,2,,,,1,,,,MILL,F,7,winter,153.000,-30.5,153.5,,
364,2056008,25/07/1976,9:42,-30.000,153.000,E,1,10.0,,1,,2,,,,1,,,,MILL,F,7,winter,153.000,-30.5,153.5,,
365,2056009,25/07/1976,9:52,-30.000,153.000,E,1,10.0,,1,,2,,,,1,,,,MILL,F,7,winter,153.000,-30.5,153.5,,
366,2056010,25/07/1976,10:06,-30.000,153.000,E,1,10.0,,0,,2,,,,1,,,,MILL,F,7,winter,153.000,-30.5,153.5,,
367,2056011,25/07/1976,10:16,-30.000,153.000,E,1,10.0,,0,,2,,,,1,,,,MILL,F,7,winter,153.000,-30.5,153.5,,
368,2056012,25/07/1976,10:26,-30.000,153.000,E,1,10.0,,0,,2,,,,1,,,,MILL,F,7,winter,153.000,-30.5,153.5,,
369,2056013,25/07/1976,10:55,-30.000,153.000,E,1,10.0,,0,,1,,,,1,,,,MILL,F,7,winter,153.000,-30.5,153.5,,
370,2056014,25/07/1976,11:05,-30.000,153.000,E,1,10.0,,0,,1,,,,1,,,,MILL,F,7,winter,153.000,-30.5,153.5,,
