RECORD,RECORDID,DATE,TIME,LAT,LONG,EW,SACT,SPEED,SDIR,CLD,PREC,WSPEED,WDIR,ATMP,APRS,SSTE,STMP,SAL,DEPTH,OBS,CSMETH,MONTH,SEASN,LONG360,LATCELL,LONGECELL,,
1454,4133052,3/02/1978,11:30,-58.250,138.917,E,1,11.0,,0,0,2,,,,3,,,,JOHN,F,2,summer,138.917,-58.5,138.5,,
1455,4133053,3/02/1978,19:40,-58.000,139.000,E,1,11.0,,0,0,2,,,,3,,,,JOHN,F,2,summer,139.000,-58.5,139.5,,
1456,4133054,4/02/1978,8:40,-57.367,146.000,E,1,11.0,,2,0,3,,,,3,,,,JOHN,F,2,summer,146.000,-57.5,146.5,,
1457,4133055,4/02/1978,11:45,-57.250,146.917,E,1,11.0,,2,6,4,,,,3,,,,JOHN,F,2,summer,146.917,-57.5,146.5,,
1458,4133056,4/02/1978,13:10,-57.200,147.367,E,1,11.0,,2,6,5,,,,3,,,,JOHN,F,2,summer,147.367,-57.5,147.5,,
1459,4133057,4/02/1978,15:05,-57.133,147.950,E,1,11.0,,2,0,5,,,,3,,,,JOHN,F,2,summer,147.950,-57.5,147.5,,
1460,4133058,4/02/1978,15:50,-57.100,148.250,E,1,11.0,,2,0,5,,,,3,,,,JOHN,F,2,summer,148.250,-57.5,148.5,,
1461,4133059,4/02/1978,17:30,-57.033,148.767,E,1,11.0,,2,0,5,,,,3,,,,JOHN,F,2,summer,148.767,-57.5,148.5,,
1462,4133060,4/02/1978,19:00,-56.967,149.250,E,1,11.0,,2,0,6,,,,3,,,,JOHN,F,2,summer,149.250,-56.5,149.5,,
1463,4133061,5/02/1978,7:50,-56.517,152.867,E,1,11.0,,2,6,7,,,,4,,,,JOHN,F,2,summer,152.867,-56.5,152.5,,
1464,4133062,5/02/1978,9:20,-56.467,152.483,E,1,11.0,,2,6,7,,,,4,,,,JOHN,F,2,summer,152.483,-56.5,152.5,,
1465,4133063,5/02/1978,10:00,-56.433,154.467,E,1,11.0,,2,6,7,,,,4,,,,JOHN,F,2,summer,154.467,-56.5,154.5,,
1466,4133064,5/02/1978,11:00,-56.400,154.750,E,1,11.0,,2,6,7,,,,4,,,,JOHN,F,2,summer,154.750,-56.5,154.5,,
1467,4133065,5/02/1978,14:50,-56.250,154.750,E,1,11.0,,2,6,7,,,,4,,,,JOHN,F,2,summer,154.750,-56.5,154.5,,
1468,4133066,5/02/1978,15:05,-56.250,154.950,E,1,11.0,,2,6,6,,,,4,,,,JOHN,F,2,summer,154.950,-56.5,154.5,,
1469,4133067,5/02/1978,16:00,-56.217,155.217,E,1,11.0,,2,6,6,,,,4,,,,JOHN,F,2,summer,155.217,-56.5,155.5,,
1470,4133068,5/02/1978,16:45,-56.183,155.433,E,1,11.0,,2,6,6,,,,4,,,,JOHN,F,2,summer,155.433,-56.5,155.5,,
1471,4133069,5/02/1978,19:20,-56.100,156.267,E,1,11.0,,2,6,6,,,,4,,,,JOHN,F,2,summer,156.267,-56.5,156.5,,
1472,4133070,6/02/1978,5:50,,,,1,10.0,,2,4,3,,,,3,,,,JOHN,F,2,summer,,,,,
1473,4133071,6/02/1978,7:30,,,,1,10.0,,2,0,3,,,,3,,,,JOHN,F,2,summer,,,,,
1474,4133072,6/02/1978,8:30,,,,1,10.0,,2,0,3,,,,3,,,,JOHN,F,2,summer,,,,,
1475,4133073,6/02/1978,8:40,,,,1,10.0,,2,0,3,,,,3,,,,JOHN,F,2,summer,,,,,
1476,4133074,6/02/1978,9:00,,,,1,10.0,,2,0,3,,,,3,,,,JOHN,F,2,summer,,,,,
1477,4133075,6/02/1978,9:10,,,,1,10.0,,2,0,3,,,,3,,,,JOHN,F,2,summer,,,,,
1478,4133076,8/02/1978,7:40,-52.717,157.500,E,1,10.0,,0,0,3,,,,3,,,,JOHN,F,2,summer,157.500,-52.5,157.5,,
1479,4133077,8/02/1978,10:00,-52.350,157.250,E,1,9.0,,2,0,4,,,,3,,,,JOHN,F,2,summer,157.250,-52.5,157.5,,
1480,4133078,8/02/1978,11:00,-52.200,157.117,E,1,9.0,,2,0,5,,,,3,,,,JOHN,F,2,summer,157.117,-52.5,157.5,,
1481,4133079,8/02/1978,15:40,-51.467,156.500,E,1,9.0,,2,0,6,,,,4,,,,JOHN,F,2,summer,156.500,-51.5,156.5,,
1482,4133080,8/02/1978,16:10,-51.000,156.000,E,1,9.0,,2,0,6,,,,4,,,,JOHN,F,2,summer,156.000,-51.5,156.5,,
1483,4133081,8/02/1978,16:30,-51.350,156.383,E,1,9.0,,2,0,6,,,,4,,,,JOHN,F,2,summer,156.383,-51.5,156.5,,
1484,4133082,9/02/1978,7:00,-49.300,154.800,E,1,9.0,,2,0,6,,,,4,,,,JOHN,F,2,summer,154.800,-49.5,154.5,,
1485,4133083,9/02/1978,7:30,-49.267,154.750,E,1,10.0,,2,0,7,,,,3,,,,JOHN,F,2,summer,154.750,-49.5,154.5,,
1486,4133084,9/02/1978,7:40,-49.233,154.733,E,1,10.0,,2,0,7,,,,3,,,,JOHN,F,2,summer,154.733,-49.5,154.5,,
1487,4133085,9/02/1978,10:30,-48.867,154.367,E,1,10.0,,2,0,7,,,,3,,,,JOHN,F,2,summer,154.367,-48.5,154.5,,
1488,4133086,9/02/1978,10:50,-48.817,154.333,E,1,10.0,,2,0,7,,,,3,,,,JOHN,F,2,summer,154.333,-48.5,154.5,,
1489,4133087,9/02/1978,13:00,-48.517,154.033,E,1,10.0,,2,0,7,,,,3,,,,JOHN,F,2,summer,154.033,-48.5,154.5,,
1490,4133088,9/02/1978,13:45,-48.317,153.800,E,1,10.0,,2,0,7,,,,3,,,,JOHN,F,2,summer,153.800,-48.5,153.5,,
1491,4133089,9/02/1978,14:55,-48.233,153.767,E,1,10.0,,2,0,6,,,,3,,,,JOHN,F,2,summer,153.767,-48.5,153.5,,
1492,4133090,9/02/1978,16:00,-48.100,153.633,E,1,10.0,,2,0,6,,,,4,,,,JOHN,F,2,summer,153.633,-48.5,153.5,,
1493,4133091,9/02/1978,16:50,-47.983,153.517,E,1,10.0,,2,0,7,,,,4,,,,JOHN,F,2,summer,153.517,-47.5,153.5,,
1494,4133092,10/02/1978,7:40,-46.450,152.567,E,1,2.0,,2,0,9,,,,6,,,,JOHN,F,2,summer,152.567,-46.5,152.5,,
1495,4133093,10/02/1978,13:00,-46.100,151.967,E,1,4.0,,2,0,9,,,,6,,,,JOHN,F,2,summer,151.967,-46.5,151.5,,
1496,4133094,10/02/1978,15:00,-46.050,151.850,E,1,4.0,,2,0,9,,,,6,,,,JOHN,F,2,summer,151.850,-46.5,151.5,,
1497,4133095,10/02/1978,16:00,-46.033,151.783,E,1,5.0,,0,0,9,,,,6,,,,JOHN,F,2,summer,151.783,-46.5,151.5,,
1498,4133096,10/02/1978,19:00,-45.600,151.417,E,1,6.0,,0,0,9,,,,6,,,,JOHN,F,2,summer,151.417,-45.5,151.5,,
1499,4133097,10/02/1978,20:00,-45.467,151.300,E,1,6.0,,0,0,9,,,,5,,,,JOHN,F,2,summer,151.300,-45.5,151.5,,
1500,4133098,11/02/1978,7:50,-44.317,150.533,E,1,7.0,,2,0,8,,,,5,,,,JOHN,F,2,summer,150.533,-44.5,150.5,,
1501,4133099,11/02/1978,9:50,-44.183,150.517,E,1,7.0,,2,0,8,,,,5,,,,JOHN,F,2,summer,150.517,-44.5,150.5,,
1502,4133100,11/02/1978,11:45,-44.050,150.500,E,1,7.0,,2,0,7,,,,5,,,,JOHN,F,2,summer,150.500,-44.5,150.5,,
1503,4133101,11/02/1978,13:00,-43.917,150.333,E,1,8.0,,2,0,7,,,,4,,,,JOHN,F,2,summer,150.333,-43.5,150.5,,
1504,4133102,11/02/1978,14:50,-43.700,150.017,E,1,8.0,,2,0,7,,,,4,,,,JOHN,F,2,summer,150.017,-43.5,150.5,,
1505,4133103,11/02/1978,16:00,-43.567,149.833,E,1,8.0,,2,0,7,,,,4,,,,JOHN,F,2,summer,149.833,-43.5,149.5,,
1506,4133104,11/02/1978,16:50,-43.417,149.800,E,1,8.0,,2,0,7,,,,4,,,,JOHN,F,2,summer,149.800,-43.5,149.5,,
1507,4133105,12/02/1978,7:30,-41.583,148.800,E,1,8.0,,0,0,7,,,,4,,,,JOHN,F,2,summer,148.800,-41.5,148.5,,
1508,4133106,12/02/1978,10:00,-41.833,148.617,E,1,8.0,,0,0,7,,,,4,,,,JOHN,F,2,summer,148.617,-41.5,148.5,,
1509,4133107,13/02/1978,7:50,-39.383,146.167,E,1,10.0,,0,0,5,,,,3,,,,JOHN,F,2,summer,146.167,-39.5,146.5,,
1510,4133108,13/02/1978,8:50,-39.283,145.983,E,1,10.0,,0,0,5,,,,1,,,,JOHN,F,2,summer,145.983,-39.5,145.5,,
1511,4135001,7/12/1978,9:00,-42.000,140.000,E,1,10.0,,1,0,6,,12.5,,3,,,,SEPP,F,12,summer,140.000,-42.5,140.5,,
1512,4135002,7/12/1978,10:10,-42.000,140.000,E,1,10.0,,1,0,6,,12.5,,3,,,,SEPP,F,12,summer,140.000,-42.5,140.5,,
1513,4135003,7/12/1978,13:00,-42.000,140.000,E,1,10.0,,2,8,6,,,,3,,,,SEPP,F,12,summer,140.000,-42.5,140.5,,
1514,4135004,7/12/1978,16:00,-43.000,139.000,E,1,10.0,,1,8,6,,15.0,,3,,,,SEPP,F,12,summer,139.000,-43.5,139.5,,
1515,4135005,8/12/1978,7:40,-45.000,137.000,E,8,0.0,,2,0,7,,,,3,,,,SEPP,F,12,summer,137.000,-45.5,137.5,,
1516,4135006,8/12/1978,10:00,-45.000,137.000,E,1,9.0,,2,0,6,,,,3,,,,SEPP,F,12,summer,137.000,-45.5,137.5,,
1517,4135007,8/12/1978,15:50,-46.000,135.000,E,1,10.5,,1,0,5,,,,3,,,,SEPP,F,12,summer,135.000,-46.5,135.5,,
1518,4135008,8/12/1978,19:20,-46.000,135.000,E,1,10.5,,0,0,5,,,,1,,,,SEPP,F,12,summer,135.000,-46.5,135.5,,
1519,4135009,9/12/1978,7:40,-48.000,133.000,E,8,0.0,,2,0,4,,,,3,,,,SEPP,F,12,summer,133.000,-48.5,133.5,,
1520,4135010,9/12/1978,11:30,-48.000,133.000,E,1,12.0,190,2,4,6,10,,,4,,,,SEPP,F,12,summer,133.000,-48.5,133.5,,
1521,4135011,9/12/1978,14:00,-49.000,132.000,E,1,12.0,,2,4,6,,,,4,,,,SEPP,F,12,summer,132.000,-49.5,132.5,,
1522,4135012,9/12/1978,16:20,-49.000,132.000,E,1,12.0,,2,4,5,,,,4,,,,SEPP,F,12,summer,132.000,-49.5,132.5,,
1523,4135013,9/12/1978,19:45,-50.000,132.000,E,1,12.0,,2,0,5,,,,4,,,,SEPP,F,12,summer,132.000,-50.5,132.5,,
1524,4135014,10/12/1978,7:30,-52.000,130.000,E,1,11.0,,2,4,4,,,,4,,,,SEPP,F,12,summer,130.000,-52.5,130.5,,
1525,4135015,10/12/1978,11:00,-52.000,129.000,E,8,0.0,,2,4,5,,,,4,,,,SEPP,F,12,summer,129.000,-52.5,129.5,,
1526,4135016,10/12/1978,14:00,-53.000,129.000,E,1,7.0,,2,2,10,,,,5,,,,SEPP,F,12,summer,129.000,-53.5,129.5,,
1527,4135017,10/12/1978,19:30,-53.000,129.000,E,1,8.0,,2,0,8,,,,5,,,,SEPP,F,12,summer,129.000,-53.5,129.5,,
1528,4135018,11/12/1978,9:10,-55.000,126.000,E,8,0.0,,2,0,6,,,,4,,,,SEPP,F,12,summer,126.000,-55.5,126.5,,
1529,4135019,11/12/1978,11:00,-55.000,126.000,E,1,10.0,,2,0,7,,,,4,,,,SEPP,F,12,summer,126.000,-55.5,126.5,,
1530,4135020,11/12/1978,13:40,-55.000,126.000,E,1,10.0,,2,0,8,,,,5,,,,SEPP,F,12,summer,126.000,-55.5,126.5,,
1531,4135021,11/12/1978,19:00,-56.000,125.000,E,1,2.0,,2,0,10,,,,5,,,,SEPP,F,12,summer,125.000,-56.5,125.5,,
1532,4135022,12/12/1978,7:00,-56.000,123.000,E,1,4.0,,1,0,8,,,,4,,,,SEPP,F,12,summer,123.000,-56.5,123.5,,
1533,4135023,12/12/1978,7:40,-56.000,123.000,E,1,4.0,,1,0,8,,,,4,,,,SEPP,F,12,summer,123.000,-56.5,123.5,,
1534,4135024,12/12/1978,11:50,-56.000,123.000,E,1,8.0,,1,0,7,,,,4,,,,SEPP,F,12,summer,123.000,-56.5,123.5,,
1535,4135025,12/12/1978,13:00,-56.000,122.000,E,1,7.0,,1,0,6,,,,4,,,,SEPP,F,12,summer,122.000,-56.5,122.5,,
1536,4135026,12/12/1978,16:20,-56.000,121.000,E,1,10.0,,1,0,4,,,,3,,,,SEPP,F,12,summer,121.000,-56.5,121.5,,
1537,4135027,12/12/1978,16:40,-56.000,121.000,E,1,10.0,,0,0,4,,,,3,,,,SEPP,F,12,summer,121.000,-56.5,121.5,,
1538,4135028,12/12/1978,19:00,-56.000,121.000,E,1,10.5,,0,0,3,,,,3,,,,SEPP,F,12,summer,121.000,-56.5,121.5,,
1539,4135029,13/12/1978,7:30,-57.000,117.000,E,1,11.0,,2,0,5,,,,3,,,,SEPP,F,12,summer,117.000,-57.5,117.5,,
1540,4135030,13/12/1978,9:00,-57.000,117.000,E,1,11.0,,2,10,5,,,,3,,,,SEPP,F,12,summer,117.000,-57.5,117.5,,
1541,4135031,13/12/1978,11:00,-57.000,116.000,E,1,11.0,,1,0,6,,,,3,,,,SEPP,F,12,summer,116.000,-57.5,116.5,,
1542,4135032,13/12/1978,13:20,-57.000,115.000,E,1,10.5,,1,0,7,,,,3,,,,SEPP,F,12,summer,115.000,-57.5,115.5,,
1543,4135033,13/12/1978,15:30,-58.000,114.000,E,8,0.0,,0,0,6,,,,3,,,,SEPP,F,12,summer,114.000,-58.5,114.5,,
1544,4135034,13/12/1978,18:00,-58.000,114.000,E,1,10.5,,1,0,5,,,,1,,,,SEPP,F,12,summer,114.000,-58.5,114.5,,
1545,4135035,14/12/1978,6:50,-59.000,109.000,E,1,11.0,,2,0,5,,,,1,,,,SEPP,F,12,summer,109.000,-59.5,109.5,,
1546,4135036,14/12/1978,7:50,-59.000,109.000,E,1,12.0,,2,10,5,,,,1,,,,SEPP,F,12,summer,109.000,-59.5,109.5,,
1547,4135037,14/12/1978,10:00,-59.000,108.000,E,1,12.0,,2,10,5,,,,3,,,,SEPP,F,12,summer,108.000,-59.5,108.5,,
1548,4135038,14/12/1978,13:00,-59.000,107.000,E,1,11.0,,2,0,4,,,,3,,,,SEPP,F,12,summer,107.000,-59.5,107.5,,
1549,4135039,14/12/1978,13:50,-59.000,107.000,E,1,11.0,,2,0,5,,,,3,,,,SEPP,F,12,summer,107.000,-59.5,107.5,,
1550,4135040,14/12/1978,15:00,-59.000,107.000,E,1,11.0,,2,0,5,,,,3,,,,SEPP,F,12,summer,107.000,-59.5,107.5,,
1551,4135041,14/12/1978,16:10,-59.000,106.000,E,1,11.0,,2,0,5,,,,3,,,,SEPP,F,12,summer,106.000,-59.5,106.5,,
1552,4135042,14/12/1978,17:30,-59.000,106.000,E,1,11.0,,2,4,5,,,,3,,,,SEPP,F,12,summer,106.000,-59.5,106.5,,
1553,4135043,14/12/1978,19:30,-59.000,105.000,E,1,10.0,,2,0,6,,,,3,,,,SEPP,F,12,summer,105.000,-59.5,105.5,,
1554,4135044,15/12/1978,7:00,-60.000,101.000,E,1,10.0,,2,0,6,,,,3,,,,SEPP,F,12,summer,101.000,-60.5,101.5,,
1555,4135045,15/12/1978,7:50,-60.000,101.000,E,1,10.0,,2,4,6,,,,3,,,,SEPP,F,12,summer,101.000,-60.5,101.5,,
1556,4135046,15/12/1978,9:20,-60.000,100.000,E,1,10.0,,2,0,5,,,,3,,,,SEPP,F,12,summer,100.000,-60.5,100.5,,
1557,4135047,15/12/1978,11:50,-60.000,100.000,E,1,10.0,,2,0,5,,,,4,,,,SEPP,F,12,summer,100.000,-60.5,100.5,,
1558,4135048,15/12/1978,13:00,-60.000,100.000,E,1,9.0,,2,0,7,,,,4,,,,SEPP,F,12,summer,100.000,-60.5,100.5,,
1559,4135049,15/12/1978,16:00,-61.000,99.000,E,1,7.0,,2,0,8,,,,4,,,,SEPP,F,12,summer,99.000,-61.5,99.5,,
1560,4135050,15/12/1978,17:00,-61.000,99.000,E,1,4.0,,2,0,9,,,,5,,,,SEPP,F,12,summer,99.000,-61.5,99.5,,
1561,4135051,15/12/1978,20:00,-61.000,98.000,E,1,11.0,,2,0,5,,,,4,,,,SEPP,F,12,summer,98.000,-61.5,98.5,,
1562,4135052,16/12/1978,7:30,-60.000,97.000,E,1,6.0,,2,0,8,,,,3,,,,SEPP,F,12,summer,97.000,-60.5,97.5,,
1563,4135053,16/12/1978,8:40,-60.000,97.000,E,1,7.0,,2,0,8,,,,4,,,,SEPP,F,12,summer,97.000,-60.5,97.5,,
1564,4135054,16/12/1978,9:50,-61.000,97.000,E,1,11.0,,2,0,7,,,,3,,,,SEPP,F,12,summer,97.000,-61.5,97.5,,
1565,4135055,16/12/1978,10:00,-61.000,97.000,E,1,11.0,,2,0,7,,,,3,,,,SEPP,F,12,summer,97.000,-61.5,97.5,,
1566,4135056,16/12/1978,11:30,-61.000,97.000,E,1,2.0,,2,0,5,,,,1,,,,SEPP,F,12,summer,97.000,-61.5,97.5,,
1567,4135057,16/12/1978,13:00,-61.000,96.000,E,1,11.5,,2,0,5,,,,3,,,,SEPP,F,12,summer,96.000,-61.5,96.5,,
1568,4135058,16/12/1978,14:30,-61.000,96.000,E,1,4.0,,2,0,3,,,,3,,,,SEPP,F,12,summer,96.000,-61.5,96.5,,
1569,4135059,16/12/1978,16:00,-61.000,96.000,E,1,5.0,,2,0,3,,,,1,,,,SEPP,F,12,summer,96.000,-61.5,96.5,,
1570,4135060,16/12/1978,19:10,-62.000,96.000,E,9,0.0,,2,0,2,,,,1,,,,SEPP,F,12,summer,96.000,-62.5,96.5,,
1571,4135061,17/12/1978,7:30,-63.000,95.000,E,1,11.5,,2,0,3,,,,1,,,,SEPP,F,12,summer,95.000,-63.5,95.5,,
1572,4135062,17/12/1978,8:50,-63.000,94.000,E,1,11.5,,2,0,3,,,,1,,,,SEPP,F,12,summer,94.000,-63.5,94.5,,
1573,4135063,17/12/1978,14:00,-63.000,93.000,E,1,11.5,,2,0,3,,,,1,,,,SEPP,F,12,summer,93.000,-63.5,93.5,,
1574,4135064,17/12/1978,15:00,-63.000,93.000,E,1,11.5,,2,0,3,,,,1,,,,SEPP,F,12,summer,93.000,-63.5,93.5,,
1575,4135065,17/12/1978,19:00,-64.000,92.000,E,1,11.5,,2,0,2,,,,1,,,,SEPP,F,12,summer,92.000,-64.5,92.5,,
1576,4135066,17/12/1978,22:00,-64.000,91.000,E,1,10.0,,1,0,0,,,,1,,,,SEPP,F,12,summer,91.000,-64.5,91.5,,
1577,4135067,18/12/1978,7:00,-65.000,91.000,E,1,2.0,,1,0,0,,,,1,,,,SEPP,F,12,summer,91.000,-65.5,91.5,,
1578,4135068,18/12/1978,16:00,-65.000,91.000,E,1,3.5,,2,0,1,,,,1,,,,SEPP,F,12,summer,91.000,-65.5,91.5,,
1579,4135069,18/12/1978,16:45,-65.000,91.000,E,1,5.0,,2,0,2,,,,1,,,,SEPP,F,12,summer,91.000,-65.5,91.5,,
1580,4135070,18/12/1978,21:30,-64.000,90.000,E,1,10.0,,2,0,2,,,,1,,,,SEPP,F,12,summer,90.000,-64.5,90.5,,
1581,4135071,19/12/1978,8:30,-64.000,88.000,E,1,12.0,,2,0,3,,,,1,,,,SEPP,F,12,summer,88.000,-64.5,88.5,,
1582,4135072,19/12/1978,10:30,-63.000,87.000,E,1,12.0,,2,0,3,,,,3,,,,SEPP,F,12,summer,87.000,-63.5,87.5,,
1583,4135073,19/12/1978,11:00,-63.000,87.000,E,1,12.0,,2,0,5,,,,3,,,,SEPP,F,12,summer,87.000,-63.5,87.5,,
1584,4135074,19/12/1978,13:30,-63.000,86.000,E,1,12.0,,2,0,3,,,,3,,,,SEPP,F,12,summer,86.000,-63.5,86.5,,
1585,4135075,19/12/1978,19:20,-63.000,85.000,E,1,9.0,,2,10,4,,,,4,,,,SEPP,F,12,summer,85.000,-63.5,85.5,,
1586,4135076,20/12/1978,6:50,-63.000,82.000,E,1,11.5,,2,0,3,,,,4,,,,SEPP,F,12,summer,82.000,-63.5,82.5,,
1587,4135077,20/12/1978,7:20,-63.000,82.000,E,1,11.5,,2,0,3,,,,4,,,,SEPP,F,12,summer,82.000,-63.5,82.5,,
1588,4135078,20/12/1978,10:00,-64.000,81.000,E,1,11.5,,2,0,3,,,,3,,,,SEPP,F,12,summer,81.000,-64.5,81.5,,
1589,4135079,20/12/1978,14:00,-64.000,80.000,E,1,11.5,,2,0,3,,,,3,,,,SEPP,F,12,summer,80.000,-64.5,80.5,,
1590,4135080,20/12/1978,15:00,-64.000,79.000,E,1,11.0,,2,0,3,,,,4,,,,SEPP,F,12,summer,79.000,-64.5,79.5,,
1591,4135081,20/12/1978,18:00,-64.000,79.000,E,1,11.5,,2,0,3,,,,3,,,,SEPP,F,12,summer,79.000,-64.5,79.5,,
1592,4135082,20/12/1978,21:00,-65.000,77.000,E,1,11.0,,2,0,4,,,,3,,,,SEPP,F,12,summer,77.000,-65.5,77.5,,
1593,4135083,20/12/1978,22:00,-65.000,77.000,E,1,11.5,,2,0,4,,,,3,,,,SEPP,F,12,summer,77.000,-65.5,77.5,,
1594,4135084,21/12/1978,7:10,-66.000,75.000,E,1,11.5,,2,0,4,,,,4,,,,SEPP,F,12,summer,75.000,-66.5,75.5,,
1595,4135085,21/12/1978,9:00,-66.000,75.000,E,1,11.5,,2,0,4,,,,4,,,,SEPP,F,12,summer,75.000,-66.5,75.5,,
1596,4135086,21/12/1978,11:00,-66.000,75.000,E,1,8.5,,1,0,4,,,,1,,,,SEPP,F,12,summer,75.000,-66.5,75.5,,
1597,4135087,21/12/1978,13:00,-67.000,75.000,E,1,4.0,,1,0,4,,,,1,,,,SEPP,F,12,summer,75.000,-67.5,75.5,,
1598,4135088,21/12/1978,15:40,-67.000,76.000,E,8,0.0,,0,0,3,,,,1,,,,SEPP,F,12,summer,76.000,-67.5,76.5,,
1599,4210001,31/12/1978,6:10,-38.000,142.000,E,5,1.0,135,2,0,0,,,,1,,,101,CART,F,12,summer,142.000,-38.5,142.5,,
1600,4210002,31/12/1978,7:10,-38.000,142.000,E,5,1.0,,2,0,0,,,,1,,,,CART,F,12,summer,142.000,-38.5,142.5,,
1601,4210003,31/12/1978,7:40,-38.000,142.000,E,5,1.0,,2,0,0,,,,1,,,,CART,P,12,summer,142.000,-38.5,142.5,,
1602,4210004,31/12/1978,8:10,-38.000,142.000,E,5,1.0,,2,0,0,,,,1,,,,CART,F,12,summer,142.000,-38.5,142.5,,
1603,4210005,31/12/1978,8:30,-38.000,142.000,E,5,1.0,,2,0,0,,,,1,,,,CART,P,12,summer,142.000,-38.5,142.5,,
1604,4210006,31/12/1978,9:10,-38.000,142.000,E,5,1.0,,2,0,0,,,,1,,,,CART,F,12,summer,142.000,-38.5,142.5,,
1605,4210007,31/12/1978,9:30,-38.000,142.000,E,5,1.0,,2,0,0,,,,1,,,,CART,P,12,summer,142.000,-38.5,142.5,,
1606,4210008,31/12/1978,10:10,-38.750,142.250,E,5,1.0,,1,0,1,,,,1,,,,CART,F,12,summer,142.250,-38.5,142.5,,
1607,4210009,31/12/1978,13:15,-38.000,142.000,E,1,10.0,,0,0,1,,,,1,,,,CART,P,12,summer,142.000,-38.5,142.5,,
1608,5010001,6/01/1979,9:50,-35.000,174.000,E,1,15.0,,1,0,2,,,,3,,,,CHES,F,1,summer,174.000,-35.5,174.5,,
1609,5010002,6/01/1979,10:55,-34.000,174.000,E,1,16.0,,1,0,2,,,,3,,,,CHES,F,1,summer,174.000,-34.5,174.5,,
1610,5010003,6/01/1979,12:35,-34.000,173.000,E,1,14.5,,1,0,2,,,,3,,,,CHES,F,1,summer,173.000,-34.5,173.5,,
1611,5010004,6/01/1979,13:35,-34.000,173.000,E,1,14.5,,1,0,3,,,,3,,,,CHES,F,1,summer,173.000,-34.5,173.5,,
1612,5010005,6/01/1979,14:05,-34.000,173.000,E,1,14.0,,1,0,4,,,,3,,,,CHES,F,1,summer,173.000,-34.5,173.5,,
1613,5010006,6/01/1979,14:35,-34.000,173.000,E,1,14.0,,1,0,4,,,,3,,,,CHES,F,1,summer,173.000,-34.5,173.5,,
1614,5010007,6/01/1979,15:05,-34.000,173.000,E,1,14.0,,1,0,4,,,,3,,,,CHES,F,1,summer,173.000,-34.5,173.5,,
1615,5010008,6/01/1979,15:35,-34.000,173.000,E,1,14.0,,1,0,4,,,,3,,,,CHES,F,1,summer,173.000,-34.5,173.5,,
1616,5010009,6/01/1979,18:00,-34.000,172.000,E,1,14.0,,1,0,5,,,,4,,,,CHES,F,1,summer,172.000,-34.5,172.5,,
1617,5010010,6/01/1979,20:15,-34.000,171.000,E,1,14.0,,1,0,3,,,,3,,,,CHES,F,1,summer,171.000,-34.5,171.5,,
1618,5010011,7/01/1979,9:30,-35.000,167.000,E,1,15.0,,1,0,1,,,,3,,,,CHES,F,1,summer,167.000,-35.5,167.5,,
1619,5010012,7/01/1979,10:45,-35.000,166.000,E,1,15.0,,1,0,1,,,,3,,,,CHES,F,1,summer,166.000,-35.5,166.5,,
1620,5010013,7/01/1979,12:30,-35.000,166.000,E,1,15.0,,0,0,1,,,,3,,,,CHES,F,1,summer,166.000,-35.5,166.5,,
1621,5010014,7/01/1979,13:30,-35.000,166.000,E,1,15.0,,0,0,1,,,,3,,,,CHES,F,1,summer,166.000,-35.5,166.5,,
1622,5010015,7/01/1979,14:05,-35.000,166.000,E,1,15.0,,0,0,1,,,,3,,,,CHES,F,1,summer,166.000,-35.5,166.5,,
1623,5010016,7/01/1979,14:30,-35.000,165.000,E,1,15.0,,0,0,1,,,,3,,,,CHES,F,1,summer,165.000,-35.5,165.5,,
1624,5010017,7/01/1979,14:40,-35.000,165.000,E,1,15.0,,0,0,1,,,,3,,,,CHES,F,1,summer,165.000,-35.5,165.5,,
1625,5010018,7/01/1979,14:50,-35.000,165.000,E,1,15.0,,1,0,1,,,,3,,,,CHES,F,1,summer,165.000,-35.5,165.5,,
1626,5010019,7/01/1979,15:25,-35.000,165.000,E,1,15.0,,1,0,2,,,,3,,,,CHES,F,1,summer,165.000,-35.5,165.5,,
1627,5010020,7/01/1979,17:30,-35.000,164.000,E,1,15.0,,1,0,3,,,,3,,,,CHES,F,1,summer,164.000,-35.5,164.5,,
1628,5010021,8/01/1979,9:40,-36.000,160.000,E,1,15.0,,1,0,2,,,,3,,,,CHES,F,1,summer,160.000,-36.5,160.5,,
1629,5010022,8/01/1979,10:35,-36.000,159.000,E,1,15.0,,1,0,2,,,,3,,,,CHES,F,1,summer,159.000,-36.5,159.5,,
1630,5010023,8/01/1979,13:05,-36.000,158.000,E,1,15.0,,0,0,1,,,,3,,,,CHES,F,1,summer,158.000,-36.5,158.5,,
1631,5010024,8/01/1979,13:30,-36.000,158.000,E,1,15.0,,0,0,1,,,,3,,,,CHES,F,1,summer,158.000,-36.5,158.5,,
1632,5010025,8/01/1979,14:00,-36.000,158.000,E,1,15.0,,0,0,1,,,,3,,,,CHES,F,1,summer,158.000,-36.5,158.5,,
1633,5010026,8/01/1979,14:10,-36.000,158.000,E,1,15.0,,0,0,1,,,,3,,,,CHES,F,1,summer,158.000,-36.5,158.5,,
1634,5010027,8/01/1979,14:45,-36.000,158.000,E,1,15.0,,0,0,1,,,,3,,,,CHES,F,1,summer,158.000,-36.5,158.5,,
